f1,f2,close,near-close+,close-mid+,mid+,open-mid+,back,central-or-back,rounded,vowel
423.685211182,787.4453125,0,0,0,0,1,1,1,1,ao
424.021575928,893.560119629,0,0,0,0,1,1,1,1,ao
424.03616333,829.760253906,0,0,0,0,1,1,1,1,ao
424.090332031,1418.04431152,0,0,0,0,1,1,1,1,ao
426.21383667,861.976013184,0,0,0,0,1,1,1,1,ao
426.622070312,860.389465332,0,0,0,0,1,1,1,1,ao
426.779693604,874.42401123,0,0,0,0,1,1,1,1,ao
427.835632324,749.513122559,0,0,0,0,1,1,1,1,ao
428.783721924,863.97479248,0,0,0,0,1,1,1,1,ao
429.061950684,801.679443359,0,0,0,0,1,1,1,1,ao
429.151489258,845.157348633,0,0,0,0,1,1,1,1,ao
430.570831299,901.343200684,0,0,0,0,1,1,1,1,ao
431.755523682,885.049865723,0,0,0,0,1,1,1,1,ao
432.91305542,884.405212402,0,0,0,0,1,1,1,1,ao
434.550506592,864.144714355,0,0,0,0,1,1,1,1,ao
435.977752686,884.677490234,0,0,0,0,1,1,1,1,ao
437.089141846,976.053710938,0,0,0,0,1,1,1,1,ao
437.109069824,872.922668457,0,0,0,0,1,1,1,1,ao
437.296051025,947.947814941,0,0,0,0,1,1,1,1,ao
438.013061523,865.498474121,0,0,0,0,1,1,1,1,ao
438.052978516,927.191894531,0,0,0,0,1,1,1,1,ao
438.859954834,875.568786621,0,0,0,0,1,1,1,1,ao
439.125030518,883.575744629,0,0,0,0,1,1,1,1,ao
440.074798584,875.067138672,0,0,0,0,1,1,1,1,ao
440.507354736,1114.48278809,0,0,0,0,1,1,1,1,ao
440.928100586,785.598510742,0,0,0,0,1,1,1,1,ao
441.351196289,849.80859375,0,0,0,0,1,1,1,1,ao
441.51940918,827.670654297,0,0,0,0,1,1,1,1,ao
442.053009033,896.412475586,0,0,0,0,1,1,1,1,ao
442.373199463,872.127075195,0,0,0,0,1,1,1,1,ao
442.548828125,901.45098877,0,0,0,0,1,1,1,1,ao
442.691101074,785.494750977,0,0,0,0,1,1,1,1,ao
442.849273682,933.354492188,0,0,0,0,1,1,1,1,ao
443.008453369,812.036315918,0,0,0,0,1,1,1,1,ao
443.154632568,1435.26867676,0,0,0,0,1,1,1,1,ao
443.343719482,972.34173584,0,0,0,0,1,1,1,1,ao
443.719573975,868.351806641,0,0,0,0,1,1,1,1,ao
444.021453857,804.719726562,0,0,0,0,1,1,1,1,ao
444.485351562,880.239562988,0,0,0,0,1,1,1,1,ao
444.541351318,1070.78015137,0,0,0,0,1,1,1,1,ao
444.55657959,894.353149414,0,0,0,0,1,1,1,1,ao
444.60067749,1233.73291016,0,0,0,0,1,1,1,1,ao
444.74822998,824.535583496,0,0,0,0,1,1,1,1,ao
444.956359863,889.992553711,0,0,0,0,1,1,1,1,ao
444.969665527,799.201721191,0,0,0,0,1,1,1,1,ao
445.023620605,1100.22070312,0,0,0,0,1,1,1,1,ao
445.177001953,818.565124512,0,0,0,0,1,1,1,1,ao
445.399780273,914.420410156,0,0,0,0,1,1,1,1,ao
445.772033691,888.674133301,0,0,0,0,1,1,1,1,ao
445.981536865,874.908447266,0,0,0,0,1,1,1,1,ao
446.556304932,921.628540039,0,0,0,0,1,1,1,1,ao
446.656555176,903.813049316,0,0,0,0,1,1,1,1,ao
446.689605713,801.707763672,0,0,0,0,1,1,1,1,ao
446.906036377,912.423706055,0,0,0,0,1,1,1,1,ao
447.170654297,877.258361816,0,0,0,0,1,1,1,1,ao
448.263458252,892.506408691,0,0,0,0,1,1,1,1,ao
448.399414062,958.049743652,0,0,0,0,1,1,1,1,ao
448.488677979,884.210632324,0,0,0,0,1,1,1,1,ao
448.59564209,860.564575195,0,0,0,0,1,1,1,1,ao
448.845062256,878.593566895,0,0,0,0,1,1,1,1,ao
449.119781494,1180.48144531,0,0,0,0,1,1,1,1,ao
449.258575439,826.246337891,0,0,0,0,1,1,1,1,ao
449.32989502,859.762390137,0,0,0,0,1,1,1,1,ao
449.649078369,885.51385498,0,0,0,0,1,1,1,1,ao
450.532409668,845.409118652,0,0,0,0,1,1,1,1,ao
450.688293457,925.274719238,0,0,0,0,1,1,1,1,ao
450.702941895,861.749084473,0,0,0,0,1,1,1,1,ao
450.736968994,812.093505859,0,0,0,0,1,1,1,1,ao
450.910217285,893.717224121,0,0,0,0,1,1,1,1,ao
451.274871826,920.658996582,0,0,0,0,1,1,1,1,ao
451.825134277,914.02947998,0,0,0,0,1,1,1,1,ao
452.373046875,882.477600098,0,0,0,0,1,1,1,1,ao
453.151000977,938.174072266,0,0,0,0,1,1,1,1,ao
453.432830811,943.666625977,0,0,0,0,1,1,1,1,ao
453.581115723,906.51159668,0,0,0,0,1,1,1,1,ao
454.027496338,954.43170166,0,0,0,0,1,1,1,1,ao
454.335876465,935.494506836,0,0,0,0,1,1,1,1,ao
454.342163086,886.875244141,0,0,0,0,1,1,1,1,ao
454.371948242,893.86315918,0,0,0,0,1,1,1,1,ao
454.401702881,941.032043457,0,0,0,0,1,1,1,1,ao
455.10635376,1299.11535645,0,0,0,0,1,1,1,1,ao
455.306976318,940.568603516,0,0,0,0,1,1,1,1,ao
455.374237061,949.608398438,0,0,0,0,1,1,1,1,ao
455.947357178,830.737609863,0,0,0,0,1,1,1,1,ao
456.063232422,868.502563477,0,0,0,0,1,1,1,1,ao
456.546203613,920.476867676,0,0,0,0,1,1,1,1,ao
456.7550354,961.731567383,0,0,0,0,1,1,1,1,ao
458.668365479,886.131408691,0,0,0,0,1,1,1,1,ao
460.731140137,920.59979248,0,0,0,0,1,1,1,1,ao
461.555297852,1244.98876953,0,0,0,0,1,1,1,1,ao
461.894165039,973.722167969,0,0,0,0,1,1,1,1,ao
462.481079102,904.454101562,0,0,0,0,1,1,1,1,ao
462.643188477,1329.72070312,0,0,0,0,1,1,1,1,ao
463.867095947,954.690307617,0,0,0,0,1,1,1,1,ao
464.1512146,1159.0065918,0,0,0,0,1,1,1,1,ao
465.690002441,933.399108887,0,0,0,0,1,1,1,1,ao
465.739349365,1465.3137207,0,0,0,0,1,1,1,1,ao
465.910888672,1304.21728516,0,0,0,0,1,1,1,1,ao
466.297088623,1050.93811035,0,0,0,0,1,1,1,1,ao
466.421234131,1415.82189941,0,0,0,0,1,1,1,1,ao
466.55355835,875.316711426,0,0,0,0,1,1,1,1,ao
466.634338379,1531.875,0,0,0,0,1,1,1,1,ao
467.102111816,910.460632324,0,0,0,0,1,1,1,1,ao
467.903564453,1110.19750977,0,0,0,0,1,1,1,1,ao
468.551940918,965.966125488,0,0,0,0,1,1,1,1,ao
468.899383545,920.153808594,0,0,0,0,1,1,1,1,ao
469.203826904,822.658691406,0,0,0,0,1,1,1,1,ao
469.519775391,801.275817871,0,0,0,0,1,1,1,1,ao
469.628540039,840.802490234,0,0,0,0,1,1,1,1,ao
470.267822266,1169.38696289,0,0,0,0,1,1,1,1,ao
470.396820068,1200.57873535,0,0,0,0,1,1,1,1,ao
470.812408447,985.401245117,0,0,0,0,1,1,1,1,ao
471.730438232,980.785461426,0,0,0,0,1,1,1,1,ao
473.029022217,1354.27819824,0,0,0,0,1,1,1,1,ao
473.316162109,1395.87854004,0,0,0,0,1,1,1,1,ao
473.692626953,1390.67321777,0,0,0,0,1,1,1,1,ao
475.440429688,921.167907715,0,0,0,0,1,1,1,1,ao
475.782775879,1075.54504395,0,0,0,0,1,1,1,1,ao
476.981506348,1163.38635254,0,0,0,0,1,1,1,1,ao
477.919647217,1232.7722168,0,0,0,0,1,1,1,1,ao
477.93661499,919.436645508,0,0,0,0,1,1,1,1,ao
479.43737793,909.72668457,0,0,0,0,1,1,1,1,ao
480.949188232,967.091003418,0,0,0,0,1,1,1,1,ao
481.055053711,951.868652344,0,0,0,0,1,1,1,1,ao
484.220062256,829.170654297,0,0,0,0,1,1,1,1,ao
484.372161865,860.242248535,0,0,0,0,1,1,1,1,ao
485.405303955,1076.52075195,0,0,0,0,1,1,1,1,ao
485.53112793,1172.78637695,0,0,0,0,1,1,1,1,ao
486.3956604,858.862487793,0,0,0,0,1,1,1,1,ao
486.44418335,1262.43127441,0,0,0,0,1,1,1,1,ao
488.74432373,907.997375488,0,0,0,0,1,1,1,1,ao
488.88848877,1389.34655762,0,0,0,0,1,1,1,1,ao
488.933807373,982.315246582,0,0,0,0,1,1,1,1,ao
489.291931152,1009.13604736,0,0,0,0,1,1,1,1,ao
489.432769775,963.298400879,0,0,0,0,1,1,1,1,ao
489.9871521,1047.88256836,0,0,0,0,1,1,1,1,ao
490.020812988,1091.62487793,0,0,0,0,1,1,1,1,ao
490.079040527,1026.3013916,0,0,0,0,1,1,1,1,ao
491.815979004,1126.30688477,0,0,0,0,1,1,1,1,ao
494.097106934,1076.87280273,0,0,0,0,1,1,1,1,ao
496.934906006,1046.25317383,0,0,0,0,1,1,1,1,ao
497.060241699,877.984985352,0,0,0,0,1,1,1,1,ao
497.254821777,876.092041016,0,0,0,0,1,1,1,1,ao
498.599060059,1140.95751953,0,0,0,0,1,1,1,1,ao
499.869232178,961.768432617,0,0,0,0,1,1,1,1,ao
503.830200195,1229.30786133,0,0,0,0,1,1,1,1,ao
504.735534668,1012.91143799,0,0,0,0,1,1,1,1,ao
505.936676025,1388.69274902,0,0,0,0,1,1,1,1,ao
508.505981445,1168.48522949,0,0,0,0,1,1,1,1,ao
508.897369385,910.470214844,0,0,0,0,1,1,1,1,ao
509.153076172,967.18359375,0,0,0,0,1,1,1,1,ao
509.180023193,936.448547363,0,0,0,0,1,1,1,1,ao
510.191040039,1133.50415039,0,0,0,0,1,1,1,1,ao
514.635192871,1081.4161377,0,0,0,0,1,1,1,1,ao
515.295349121,1080.52636719,0,0,0,0,1,1,1,1,ao
516.803100586,1281.54321289,0,0,0,0,1,1,1,1,ao
518.373779297,1105.82629395,0,0,0,0,1,1,1,1,ao
520.633483887,1220.43908691,0,0,0,0,1,1,1,1,ao
521.467895508,1276.57141113,0,0,0,0,1,1,1,1,ao
521.519592285,999.252746582,0,0,0,0,1,1,1,1,ao
521.787109375,1047.48657227,0,0,0,0,1,1,1,1,ao
521.941650391,1156.23876953,0,0,0,0,1,1,1,1,ao
522.021789551,1169.92138672,0,0,0,0,1,1,1,1,ao
524.021850586,1092.30749512,0,0,0,0,1,1,1,1,ao
527.281494141,981.88885498,0,0,0,0,1,1,1,1,ao
527.39440918,1053.62988281,0,0,0,0,1,1,1,1,ao
527.786071777,1180.00366211,0,0,0,0,1,1,1,1,ao
528.432189941,930.012268066,0,0,0,0,1,1,1,1,ao
532.230529785,1364.50830078,0,0,0,0,1,1,1,1,ao
533.959106445,1306.03637695,0,0,0,0,1,1,1,1,ao
534.125549316,1385.27392578,0,0,0,0,1,1,1,1,ao
535.445983887,1260.3470459,0,0,0,0,1,1,1,1,ao
535.831604004,1015.41876221,0,0,0,0,1,1,1,1,ao
537.690490723,1088.3918457,0,0,0,0,1,1,1,1,ao
539.813476562,1131.51367188,0,0,0,0,1,1,1,1,ao
539.878723145,1188.7701416,0,0,0,0,1,1,1,1,ao
539.892028809,1130.55859375,0,0,0,0,1,1,1,1,ao
541.967712402,987.377746582,0,0,0,0,1,1,1,1,ao
542.755065918,1137.39904785,0,0,0,0,1,1,1,1,ao
543.349975586,1278.72949219,0,0,0,0,1,1,1,1,ao
543.938476562,1201.29077148,0,0,0,0,1,1,1,1,ao
545.362792969,1194.37097168,0,0,0,0,1,1,1,1,ao
545.502258301,1249.18310547,0,0,0,0,1,1,1,1,ao
545.865478516,1119.5982666,0,0,0,0,1,1,1,1,ao
547.964294434,1156.69238281,0,0,0,0,1,1,1,1,ao
549.331665039,1357.48156738,0,0,0,0,1,1,1,1,ao
549.585632324,1233.07739258,0,0,0,0,1,1,1,1,ao
551.113037109,1215.28735352,0,0,0,0,1,1,1,1,ao
551.187744141,1322.01000977,0,0,0,0,1,1,1,1,ao
552.491333008,1115.05871582,0,0,0,0,1,1,1,1,ao
552.52520752,1077.91394043,0,0,0,0,1,1,1,1,ao
553.903320312,1328.71105957,0,0,0,0,1,1,1,1,ao
556.79083252,1130.76757812,0,0,0,0,1,1,1,1,ao
557.380371094,1328.69152832,0,0,0,0,1,1,1,1,ao
558.503112793,1043.90783691,0,0,0,0,1,1,1,1,ao
561.413146973,1145.24804688,0,0,0,0,1,1,1,1,ao
570.322143555,1153.66125488,0,0,0,0,1,1,1,1,ao
572.174133301,1192.63500977,0,0,0,0,1,1,1,1,ao
572.572265625,1207.0526123,0,0,0,0,1,1,1,1,ao
575.83972168,1246.47412109,0,0,0,0,1,1,1,1,ao
580.593383789,1240.77160645,0,0,0,0,1,1,1,1,ao
596.668395996,1228.92492676,0,0,0,0,1,1,1,1,ao
598.037109375,1289.3918457,0,0,0,0,1,1,1,1,ao
605.668823242,1361.77734375,0,0,0,0,1,1,1,1,ao
607.697814941,1271.79492188,0,0,0,0,1,1,1,1,ao
257.916717529,2164.47314453,0,0,0,1,1,0,1,0,ax
270.756591797,2414.62329102,0,0,0,1,1,0,1,0,ax
271.593994141,2306.5222168,0,0,0,1,1,0,1,0,ax
272.552032471,1895.51831055,0,0,0,1,1,0,1,0,ax
294.764129639,2338.85351562,0,0,0,1,1,0,1,0,ax
306.952758789,1828.16235352,0,0,0,1,1,0,1,0,ax
